hardware_id,oid,shid,start_tm,end_tm,span_raw,type,parameter,span_seconds,mid,machine_name,machine_type,is_gmaw,is_clad,source
EC6260723F44,7284324,2,2024-08-09 18:45:01+05:30,2024-08-09 18:47:00+05:30,120,low,voltage,120,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 18:47:34+05:30,2024-08-09 18:49:52+05:30,139,low,voltage,139,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:01:42+05:30,2024-08-09 19:03:05+05:30,84,high,current,84,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:01:42+05:30,2024-08-09 19:03:05+05:30,84,low,voltage,84,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:08:43+05:30,2024-08-09 19:08:47+05:30,5,high,current,5,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:08:55+05:30,2024-08-09 19:09:57+05:30,63,high,current,63,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:08:42+05:30,2024-08-09 19:08:47+05:30,6,low,voltage,6,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:08:54+05:30,2024-08-09 19:09:57+05:30,64,low,voltage,64,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:10:22+05:30,2024-08-09 19:11:02+05:30,41,high,current,41,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:11:33+05:30,2024-08-09 19:12:54+05:30,81,high,current,81,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:10:22+05:30,2024-08-09 19:11:02+05:30,41,low,voltage,41,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 19:11:33+05:30,2024-08-09 19:12:55+05:30,82,low,voltage,82,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:16:43+05:30,2024-08-09 20:17:36+05:30,54,high,current,54,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:18:23+05:30,2024-08-09 20:20:00+05:30,98,high,current,98,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:16:42+05:30,2024-08-09 20:17:36+05:30,55,low,voltage,55,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:18:22+05:30,2024-08-09 20:20:00+05:30,99,low,voltage,99,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:20:01+05:30,2024-08-09 20:20:24+05:30,24,high,current,24,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:20:35+05:30,2024-08-09 20:22:23+05:30,109,high,current,109,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:23:14+05:30,2024-08-09 20:24:18+05:30,65,high,current,65,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:20:01+05:30,2024-08-09 20:20:24+05:30,24,low,voltage,24,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:20:35+05:30,2024-08-09 20:22:23+05:30,109,low,voltage,109,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:23:13+05:30,2024-08-09 20:24:18+05:30,66,low,voltage,66,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:25:06+05:30,2024-08-09 20:28:24+05:30,199,high,current,199,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:29:34+05:30,2024-08-09 20:30:00+05:30,27,high,current,27,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:25:06+05:30,2024-08-09 20:28:24+05:30,199,low,voltage,199,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:29:34+05:30,2024-08-09 20:30:00+05:30,27,low,voltage,27,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:30:01+05:30,2024-08-09 20:31:31+05:30,92,high,current,92,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:32:59+05:30,2024-08-09 20:34:16+05:30,78,high,current,78,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:30:01+05:30,2024-08-09 20:31:32+05:30,93,low,voltage,93,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:32:59+05:30,2024-08-09 20:34:16+05:30,78,low,voltage,78,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:38:44+05:30,2024-08-09 20:39:58+05:30,75,high,current,75,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:38:44+05:30,2024-08-09 20:39:58+05:30,75,low,voltage,75,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:40:08+05:30,2024-08-09 20:42:51+05:30,164,high,current,164,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:43:04+05:30,2024-08-09 20:44:21+05:30,78,high,current,78,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:40:08+05:30,2024-08-09 20:42:52+05:30,165,low,voltage,165,,,,,,unregistered_device
EC6260723F44,7284324,2,2024-08-09 20:43:04+05:30,2024-08-09 20:44:21+05:30,78,low,voltage,78,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:33:37+05:30,2024-08-10 08:34:01+05:30,25,high,current,25,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:34:10+05:30,2024-08-10 08:34:29+05:30,20,high,current,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:34:46+05:30,2024-08-10 08:35:00+05:30,15,high,current,15,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:33:37+05:30,2024-08-10 08:34:01+05:30,25,low,voltage,25,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:34:10+05:30,2024-08-10 08:34:29+05:30,20,low,voltage,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:34:46+05:30,2024-08-10 08:35:00+05:30,15,low,voltage,15,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:35:01+05:30,2024-08-10 08:35:11+05:30,11,high,current,11,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:35:23+05:30,2024-08-10 08:35:54+05:30,32,high,current,32,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:36:08+05:30,2024-08-10 08:36:31+05:30,24,high,current,24,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:36:49+05:30,2024-08-10 08:37:08+05:30,20,high,current,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:39:31+05:30,2024-08-10 08:40:00+05:30,30,high,current,30,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:35:01+05:30,2024-08-10 08:35:11+05:30,11,low,voltage,11,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:35:23+05:30,2024-08-10 08:35:54+05:30,32,low,voltage,32,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:36:08+05:30,2024-08-10 08:36:31+05:30,24,low,voltage,24,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:36:48+05:30,2024-08-10 08:37:08+05:30,21,low,voltage,21,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:39:30+05:30,2024-08-10 08:40:00+05:30,31,low,voltage,31,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:40:01+05:30,2024-08-10 08:40:10+05:30,10,high,current,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:40:31+05:30,2024-08-10 08:41:11+05:30,41,high,current,41,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:41:26+05:30,2024-08-10 08:41:42+05:30,17,high,current,17,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:42:00+05:30,2024-08-10 08:42:34+05:30,35,high,current,35,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:42:52+05:30,2024-08-10 08:43:20+05:30,29,high,current,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:43:41+05:30,2024-08-10 08:45:00+05:30,80,high,current,80,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:40:01+05:30,2024-08-10 08:40:10+05:30,10,low,voltage,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:40:31+05:30,2024-08-10 08:41:11+05:30,41,low,voltage,41,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:41:26+05:30,2024-08-10 08:41:43+05:30,18,low,voltage,18,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:41:59+05:30,2024-08-10 08:42:35+05:30,37,low,voltage,37,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:42:52+05:30,2024-08-10 08:43:20+05:30,29,low,voltage,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:43:41+05:30,2024-08-10 08:45:00+05:30,80,low,voltage,80,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:45:01+05:30,2024-08-10 08:45:20+05:30,20,high,current,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:46:22+05:30,2024-08-10 08:47:49+05:30,88,high,current,88,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:48:17+05:30,2024-08-10 08:49:31+05:30,75,high,current,75,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:45:01+05:30,2024-08-10 08:45:20+05:30,20,low,voltage,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:46:22+05:30,2024-08-10 08:47:49+05:30,88,low,voltage,88,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:48:17+05:30,2024-08-10 08:49:31+05:30,75,low,voltage,75,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:50:11+05:30,2024-08-10 08:50:51+05:30,41,high,current,41,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:51:00+05:30,2024-08-10 08:51:11+05:30,12,high,current,12,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:51:46+05:30,2024-08-10 08:52:02+05:30,17,high,current,17,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:52:04+05:30,2024-08-10 08:52:43+05:30,40,high,current,40,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:53:09+05:30,2024-08-10 08:54:33+05:30,85,high,current,85,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:50:10+05:30,2024-08-10 08:50:51+05:30,42,low,voltage,42,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:51:00+05:30,2024-08-10 08:51:16+05:30,17,low,voltage,17,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:51:44+05:30,2024-08-10 08:52:43+05:30,60,low,voltage,60,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:53:07+05:30,2024-08-10 08:54:34+05:30,88,low,voltage,88,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:54:56+05:30,2024-08-10 08:55:00+05:30,5,low,voltage,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:55:01+05:30,2024-08-10 08:55:31+05:30,31,high,current,31,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:55:47+05:30,2024-08-10 08:56:04+05:30,18,high,current,18,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:55:01+05:30,2024-08-10 08:55:32+05:30,32,low,voltage,32,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 08:55:46+05:30,2024-08-10 08:56:05+05:30,20,low,voltage,20,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:13:13+05:30,2024-08-10 09:13:17+05:30,5,high,current,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:13:13+05:30,2024-08-10 09:13:17+05:30,5,low,voltage,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:37:35+05:30,2024-08-10 09:38:47+05:30,73,high,current,73,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:39:10+05:30,2024-08-10 09:40:00+05:30,51,high,current,51,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:37:35+05:30,2024-08-10 09:38:48+05:30,74,low,voltage,74,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:39:09+05:30,2024-08-10 09:40:00+05:30,52,low,voltage,52,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:40:01+05:30,2024-08-10 09:40:51+05:30,51,high,current,51,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:41:18+05:30,2024-08-10 09:42:27+05:30,70,high,current,70,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:40:01+05:30,2024-08-10 09:40:52+05:30,52,low,voltage,52,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:41:17+05:30,2024-08-10 09:42:27+05:30,71,low,voltage,71,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:56:12+05:30,2024-08-10 09:57:22+05:30,71,high,current,71,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:57:43+05:30,2024-08-10 09:58:22+05:30,40,high,current,40,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:58:46+05:30,2024-08-10 10:00:00+05:30,75,high,current,75,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:56:11+05:30,2024-08-10 09:57:22+05:30,72,low,voltage,72,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:57:43+05:30,2024-08-10 09:58:22+05:30,40,low,voltage,40,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 09:58:46+05:30,2024-08-10 10:00:00+05:30,75,low,voltage,75,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:00:01+05:30,2024-08-10 10:00:08+05:30,8,high,current,8,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:01:36+05:30,2024-08-10 10:02:30+05:30,55,high,current,55,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:02:48+05:30,2024-08-10 10:04:03+05:30,76,high,current,76,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:04:39+05:30,2024-08-10 10:04:48+05:30,10,high,current,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:00:01+05:30,2024-08-10 10:00:09+05:30,9,low,voltage,9,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:01:35+05:30,2024-08-10 10:02:30+05:30,56,low,voltage,56,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:02:48+05:30,2024-08-10 10:04:03+05:30,76,low,voltage,76,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:04:38+05:30,2024-08-10 10:04:48+05:30,11,low,voltage,11,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:06:09+05:30,2024-08-10 10:06:15+05:30,7,high,current,7,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:06:52+05:30,2024-08-10 10:07:22+05:30,31,high,current,31,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:07:33+05:30,2024-08-10 10:07:58+05:30,26,high,current,26,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:08:08+05:30,2024-08-10 10:08:35+05:30,28,high,current,28,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:08:43+05:30,2024-08-10 10:09:12+05:30,30,high,current,30,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:09:33+05:30,2024-08-10 10:10:00+05:30,28,high,current,28,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:06:09+05:30,2024-08-10 10:06:16+05:30,8,low,voltage,8,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:06:51+05:30,2024-08-10 10:07:22+05:30,32,low,voltage,32,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:07:33+05:30,2024-08-10 10:07:58+05:30,26,low,voltage,26,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:08:08+05:30,2024-08-10 10:08:35+05:30,28,low,voltage,28,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:08:43+05:30,2024-08-10 10:09:12+05:30,30,low,voltage,30,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:09:33+05:30,2024-08-10 10:10:00+05:30,28,low,voltage,28,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:10:21+05:30,2024-08-10 10:10:45+05:30,25,high,current,25,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:10:52+05:30,2024-08-10 10:11:01+05:30,10,high,current,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:11:16+05:30,2024-08-10 10:11:54+05:30,39,high,current,39,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:12:13+05:30,2024-08-10 10:12:33+05:30,21,high,current,21,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:12:44+05:30,2024-08-10 10:13:29+05:30,46,high,current,46,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:13:45+05:30,2024-08-10 10:15:00+05:30,76,high,current,76,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:10:20+05:30,2024-08-10 10:10:45+05:30,26,low,voltage,26,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:10:51+05:30,2024-08-10 10:11:01+05:30,11,low,voltage,11,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:11:15+05:30,2024-08-10 10:11:54+05:30,40,low,voltage,40,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:12:12+05:30,2024-08-10 10:12:34+05:30,23,low,voltage,23,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:12:44+05:30,2024-08-10 10:13:30+05:30,47,low,voltage,47,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:13:45+05:30,2024-08-10 10:15:00+05:30,76,low,voltage,76,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:01+05:30,2024-08-10 10:15:05+05:30,5,high,current,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:19+05:30,2024-08-10 10:15:45+05:30,27,high,current,27,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:51+05:30,2024-08-10 10:16:29+05:30,39,high,current,39,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:16:40+05:30,2024-08-10 10:17:10+05:30,31,high,current,31,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:17:32+05:30,2024-08-10 10:18:28+05:30,57,high,current,57,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:19:36+05:30,2024-08-10 10:20:00+05:30,25,high,current,25,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:01+05:30,2024-08-10 10:15:05+05:30,5,low,voltage,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:18+05:30,2024-08-10 10:15:46+05:30,29,low,voltage,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:15:51+05:30,2024-08-10 10:16:29+05:30,39,low,voltage,39,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:16:40+05:30,2024-08-10 10:17:11+05:30,32,low,voltage,32,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:17:31+05:30,2024-08-10 10:18:28+05:30,58,low,voltage,58,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:19:35+05:30,2024-08-10 10:20:00+05:30,26,low,voltage,26,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:20:01+05:30,2024-08-10 10:20:10+05:30,10,high,current,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:20:33+05:30,2024-08-10 10:21:54+05:30,82,high,current,82,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:22:13+05:30,2024-08-10 10:23:34+05:30,82,high,current,82,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:24:03+05:30,2024-08-10 10:24:25+05:30,23,high,current,23,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:24:45+05:30,2024-08-10 10:25:00+05:30,16,high,current,16,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:20:01+05:30,2024-08-10 10:20:10+05:30,10,low,voltage,10,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:20:33+05:30,2024-08-10 10:21:55+05:30,83,low,voltage,83,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:22:12+05:30,2024-08-10 10:23:34+05:30,83,low,voltage,83,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:24:02+05:30,2024-08-10 10:24:26+05:30,25,low,voltage,25,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:24:44+05:30,2024-08-10 10:25:00+05:30,17,low,voltage,17,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:25:17+05:30,2024-08-10 10:25:25+05:30,9,high,current,9,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:27:27+05:30,2024-08-10 10:27:31+05:30,5,high,current,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:25:16+05:30,2024-08-10 10:25:26+05:30,11,low,voltage,11,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:27:26+05:30,2024-08-10 10:27:31+05:30,6,low,voltage,6,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:52:51+05:30,2024-08-10 10:53:45+05:30,55,high,current,55,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:54:16+05:30,2024-08-10 10:55:00+05:30,45,high,current,45,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:52:50+05:30,2024-08-10 10:53:46+05:30,57,low,voltage,57,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:54:16+05:30,2024-08-10 10:55:00+05:30,45,low,voltage,45,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:55:33+05:30,2024-08-10 10:57:32+05:30,120,high,current,120,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:55:01+05:30,2024-08-10 10:55:05+05:30,5,low,voltage,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 10:55:32+05:30,2024-08-10 10:57:32+05:30,121,low,voltage,121,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:02:06+05:30,2024-08-10 11:03:52+05:30,107,high,current,107,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:04:18+05:30,2024-08-10 11:04:41+05:30,24,high,current,24,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:02:05+05:30,2024-08-10 11:03:52+05:30,108,low,voltage,108,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:04:18+05:30,2024-08-10 11:04:41+05:30,24,low,voltage,24,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:05:56+05:30,2024-08-10 11:08:01+05:30,126,high,current,126,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:05:56+05:30,2024-08-10 11:08:01+05:30,126,low,voltage,126,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:20:27+05:30,2024-08-10 11:21:01+05:30,35,high,current,35,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:21:13+05:30,2024-08-10 11:21:39+05:30,27,high,current,27,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:21:53+05:30,2024-08-10 11:22:13+05:30,21,high,current,21,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:22:35+05:30,2024-08-10 11:23:07+05:30,33,high,current,33,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:23:29+05:30,2024-08-10 11:23:57+05:30,29,high,current,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:20:27+05:30,2024-08-10 11:21:02+05:30,36,low,voltage,36,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:21:12+05:30,2024-08-10 11:21:39+05:30,28,low,voltage,28,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:21:53+05:30,2024-08-10 11:22:14+05:30,22,low,voltage,22,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:22:34+05:30,2024-08-10 11:23:07+05:30,34,low,voltage,34,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:23:29+05:30,2024-08-10 11:23:57+05:30,29,low,voltage,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:24:56+05:30,2024-08-10 11:25:00+05:30,5,low,voltage,5,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:25:01+05:30,2024-08-10 11:26:21+05:30,81,high,current,81,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:26:48+05:30,2024-08-10 11:27:13+05:30,26,high,current,26,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:27:26+05:30,2024-08-10 11:27:54+05:30,29,high,current,29,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:28:06+05:30,2024-08-10 11:28:52+05:30,47,high,current,47,,,,,,unregistered_device
EC6260723F44,7284324,1,2024-08-10 11:29:18+05:30,2024-08-10 11:30:00+05:30,43,high,current,43,,,,,,unregistered_device
